instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C34_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C35_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C36_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C37_ce.asp.ground,0.3742,0.5984,0.0577,0.2934,0.619,0.0247,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10967.0,12640.0,0.0,0.0,22006.0,20542.0,1198.0,266.0,0.0,0.9335,0.0544,0.0121,0.0,26354.0,5518.0,3450.0,17386.0,0.2094,0.1309,0.6597,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C38_ce.asp.ground,0.3845,0.5937,0.0584,0.3027,0.6087,0.025,1.0,1521.0,1046.0,475.0,3462.0,2.2761,10711.0,12384.0,0.0,0.0,21750.0,20414.0,1070.0,266.0,0.0,0.9386,0.0492,0.0122,0.0,25010.0,5262.0,3131.0,16617.0,0.2104,0.1252,0.6644,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C39_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C40_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C41_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C42_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C43_ce.asp.ground,0.3847,0.5919,0.0609,0.3055,0.6017,0.0263,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10250.0,11783.0,0.0,0.0,20693.0,19359.0,1068.0,266.0,0.0,0.9355,0.0516,0.0129,0.0,26398.0,5574.0,3582.0,17242.0,0.2112,0.1357,0.6532,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C44_ce.asp.ground,0.3958,0.5868,0.0617,0.3156,0.5906,0.0266,1.0,1521.0,1046.0,475.0,3462.0,2.2761,9994.0,11527.0,0.0,0.0,20437.0,19231.0,940.0,266.0,0.0,0.941,0.046,0.013,0.0,25054.0,5318.0,3263.0,16473.0,0.2123,0.1302,0.6575,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C45_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C46_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C47_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C48_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C7_ce.asp.ground,0.3763,0.5994,0.0606,0.2928,0.6168,0.0247,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10958.0,12697.0,0.0,0.0,22057.0,20595.0,1196.0,266.0,0.0,0.9337,0.0542,0.0121,0.0,26495.0,5587.0,3452.0,17456.0,0.2109,0.1303,0.6588,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C8_ce.asp.ground,0.3866,0.5947,0.0613,0.3021,0.6065,0.025,1.0,1521.0,1046.0,475.0,3462.0,2.2761,10702.0,12441.0,0.0,0.0,21801.0,20467.0,1068.0,266.0,0.0,0.9388,0.049,0.0122,0.0,25151.0,5331.0,3133.0,16687.0,0.212,0.1246,0.6635,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C9_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_2_C1_ce.asp.ground,0.3686,0.567,0.0453,0.2546,0.6781,0.0176,1.0,0.0,0.0,0.0,0.0,0.0,186346.0,218504.0,0.0,0.0,364816.0,329964.0,31814.0,3038.0,0.0,0.9045,0.0872,0.0083,0.0,356718.0,77538.0,44631.0,234549.0,0.2174,0.1251,0.6575,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_2_C2_ce.asp.ground,0.3686,0.567,0.0453,0.2546,0.6781,0.0176,1.0,0.0,0.0,0.0,0.0,0.0,186346.0,218504.0,0.0,0.0,364816.0,329964.0,31814.0,3038.0,0.0,0.9045,0.0872,0.0083,0.0,356718.0,77538.0,44631.0,234549.0,0.2174,0.1251,0.6575,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_1_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_1_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_1_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_1_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_2_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_2_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C10_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C11_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C12_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C13_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C14_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C15_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C16_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C17_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C18_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C19_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C20_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C21_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C22_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C23_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C24_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C25_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C26_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C27_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C28_ce.asp.ground,0.3566,0.6096,0.0526,0.2889,0.6243,0.0383,1.0,0.0,0.0,0.0,0.0,0.0,25071.0,27561.0,0.0,0.0,49299.0,45851.0,2524.0,924.0,0.0,0.9301,0.0512,0.0187,0.0,62440.0,13590.0,9983.0,38867.0,0.2176,0.1599,0.6225,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C29_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C30_ce.asp.ground,0.3455,0.6184,0.0504,0.2761,0.6427,0.0404,1.0,5095.0,3220.0,1875.0,10150.0,1.9921,30693.0,33643.0,0.0,0.0,59946.0,55470.0,3288.0,1188.0,0.0,0.9253,0.0548,0.0198,0.0,83425.0,16485.0,12253.0,54687.0,0.1976,0.1469,0.6555,6845.0,1836.0,1469.0,0.6744,0.1809,0.1447
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C31_ce.asp.ground,0.3455,0.6184,0.0504,0.2761,0.6427,0.0404,1.0,5095.0,3276.0,1819.0,10206.0,2.0031,30693.0,33643.0,0.0,0.0,59946.0,55470.0,3288.0,1188.0,0.0,0.9253,0.0548,0.0198,0.0,83425.0,16485.0,12253.0,54687.0,0.1976,0.1469,0.6555,6901.0,1836.0,1469.0,0.6762,0.1799,0.1439
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C32_ce.asp.ground,0.3479,0.6159,0.0505,0.2784,0.6385,0.0405,1.0,5148.0,3273.0,1875.0,10418.0,2.0237,30587.0,33436.0,0.0,0.0,59840.0,55470.0,3182.0,1188.0,0.0,0.927,0.0532,0.0199,0.0,82577.0,16273.0,12041.0,54263.0,0.1971,0.1458,0.6571,7060.0,1836.0,1522.0,0.6777,0.1762,0.1461
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C33_ce.asp.ground,0.3479,0.6159,0.0505,0.2784,0.6385,0.0405,1.0,5148.0,3273.0,1875.0,10418.0,2.0237,30587.0,33436.0,0.0,0.0,59840.0,55470.0,3182.0,1188.0,0.0,0.927,0.0532,0.0199,0.0,82577.0,16273.0,12041.0,54263.0,0.1971,0.1458,0.6571,7060.0,1836.0,1522.0,0.6777,0.1762,0.1461
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C8_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_3_C9_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_4_C10_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_zero_pad_b_4_C11_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
